# Copyright (c) 2025 Your Name. All rights reserved. This data may not be used, modified, or distributed without permission. License: All Rights Reserved



Date,Close,High,Low,Open,Volume
2024-04-10,0.9209205508232117,0.9316626191139221,0.9203272461891174,0.9209205508232117,0
2024-04-11,0.931011974811554,0.9345968961715698,0.9297568798065186,0.931011974811554,0
2024-04-12,0.9322792887687683,0.9413802027702332,0.9321488738059998,0.9322792887687683,0
2024-04-15,0.9391964673995972,0.9413979649543762,0.9376640319824219,0.9391964673995972,0
2024-04-16,0.9411764740943909,0.9431204199790955,0.938658595085144,0.9411764740943909,0
2024-04-17,0.9415575265884399,0.9427114129066467,0.9387732148170471,0.9415575265884399,0
2024-04-18,0.9373125433921814,0.9392052292823792,0.935488760471344,0.9373125433921814,0
2024-04-19,0.9395405650138855,0.9424626231193542,0.9366278052330017,0.9395405650138855,0
2024-04-22,0.9382975101470947,0.9412030577659607,0.937163233757019,0.938323974609375,0
2024-04-23,0.9386498928070068,0.9399468302726746,0.9337242841720581,0.9386498928070068,0
2024-04-24,0.9343349933624268,0.936443567276001,0.9333930611610413,0.9343349933624268,0
2024-04-25,0.9346579909324646,0.9364699125289917,0.93205326795578,0.9346579909324646,0
2024-04-26,0.9321749806404114,0.9367945194244385,0.9300509095191956,0.9321749806404114,0
2024-04-29,0.9340295195579529,0.9354361891746521,0.9316885471343994,0.9340295195579529,0
2024-04-30,0.9332450032234192,0.9360316395759583,0.9316539168357849,0.9332450032234192,0
2024-05-01,0.9375410079956055,0.9390112161636353,0.9356287717819214,0.9375410079956055,0
2024-05-02,0.9330620765686035,0.9367243051528931,0.9321662783622742,0.9330620765686035,0
2024-05-03,0.9320011734962463,0.9324879050254822,0.9251634478569031,0.9320011734962463,0
2024-05-06,0.9295840263366699,0.9297309517860413,0.9267668724060059,0.9295840263366699,0
2024-05-07,0.9287638664245605,0.9298865795135498,0.9270933866500854,0.9287638664245605,0
2024-05-08,0.9302325248718262,0.9315323233604431,0.9296877384185791,0.9302325248718262,0
2024-05-09,0.9305528402328491,0.9324009418487549,0.9275577664375305,0.9305528402328491,0
2024-05-10,0.9276438355445862,0.9292299151420593,0.9268355965614319,0.9276438355445862,0
2024-05-13,0.9285137057304382,0.9288501143455505,0.9253861904144287,0.9285137057304382,0
2024-05-14,0.9265264272689819,0.9279881119728088,0.923744797706604,0.9265264272689819,0
2024-05-15,0.9247186183929443,0.9248127341270447,0.9196586012840271,0.9247186183929443,0
2024-05-16,0.91834956407547,0.9212599396705627,0.9178690314292908,0.91834956407547,0
2024-05-17,0.9201833009719849,0.9228411912918091,0.9192613363265991,0.9201833009719849,0
2024-05-20,0.9197094440460205,0.9212429523468018,0.9187629222869873,0.9197094440460205,0
2024-05-21,0.920810341835022,0.9220669269561768,0.9195740222930908,0.920810341835022,0
2024-05-22,0.9212684631347656,0.9240521192550659,0.9205560088157654,0.9212684631347656,0
2024-05-23,0.9238131046295166,0.9248555302619934,0.920759379863739,0.9238131046295166,0
2024-05-24,0.9248725771903992,0.9254974722862244,0.9211920499801636,0.9248725771903992,0
2024-05-27,0.9219053983688354,0.922398567199707,0.920208752155304,0.9219053983688354,0
2024-05-28,0.9207000732421875,0.9209375381469727,0.9183664321899414,0.9207000732421875,0
2024-05-29,0.9214891791343689,0.925154983997345,0.9209545254707336,0.9214891791343689,0
2024-05-30,0.9258230924606323,0.9269559383392334,0.9220754504203796,0.9258230924606323,0
2024-05-31,0.9232587218284607,0.92498379945755,0.9190247654914856,0.9232587218284607,0
2024-06-03,0.9214551448822021,0.9235571622848511,0.9182905554771423,0.9214551448822021,0
2024-06-04,0.9170105457305908,0.9207679033279419,0.9161200523376465,0.9170105457305908,0
2024-06-05,0.9190078377723694,0.9207763671875,0.91834956407547,0.9190078377723694,0
2024-06-06,0.9196248054504395,0.9205560088157654,0.9176079630851746,0.9196248054504395,0
2024-06-07,0.9183580279350281,0.925548791885376,0.917330265045166,0.9183580279350281,0
2024-06-10,0.9278072714805603,0.931714653968811,0.9275491833686829,0.9278072714805603,0
2024-06-11,0.9290831089019775,0.9327749013900757,0.9282550811767578,0.9290831089019775,0
2024-06-12,0.9311160445213318,0.9316191077232361,0.9215570688247681,0.9311160445213318,0
2024-06-13,0.92498379945755,0.9299730658531189,0.9245562553405762,0.92498379945755,0
2024-06-14,0.9312548041343689,0.9374004006385803,0.930674135684967,0.9312548041343689,0
2024-06-17,0.9344396591186523,0.9357250928878784,0.9324443936347961,0.9344396591186523,0
2024-06-18,0.9310726523399353,0.9337068200111389,0.929298996925354,0.9310726523399353,0
2024-06-19,0.9311419725418091,0.932331383228302,0.9299817085266113,0.9312286972999573,0
2024-06-20,0.9305788278579712,0.9340295195579529,0.9304056167602539,0.9305788278579712,0
2024-06-21,0.9340730905532837,0.9371192455291748,0.9327923059463501,0.9340730905532837,0
2024-06-24,0.9356988072395325,0.9359702467918396,0.9305528402328491,0.9356988072395325,0
2024-06-25,0.9317753911018372,0.9353312253952026,0.9307693243026733,0.9317753911018372,0
2024-06-26,0.9337940216064453,0.9374794960021973,0.9330360293388367,0.9337940216064453,0
